"Music","Slow.songs.or.fast.songs","Dance","Folk","Country","Classical.music","Musical","Pop","Rock","Metal.or.Hardrock","Punk","Hiphop..Rap","Reggae..Ska","Swing..Jazz","Rock.n.roll","Alternative","Latino","Techno..Trance","Opera","Movies","Horror","Thriller","Comedy","Romantic","Sci.fi","War","Fantasy.Fairy.tales","Animated","Documentary","Western","Action","History","Psychology","Politics","Mathematics","Physics","Internet","PC","Economy.Management","Biology","Chemistry","Reading","Geography","Foreign.languages","Medicine","Law","Cars","Art.exhibitions","Religion","Countryside..outdoors","Dancing","Musical.instruments","Writing","Passive.sport","Active.sport","Gardening","Celebrities","Shopping","Science.and.technology","Theatre","Fun.with.friends","Adrenaline.sports","Pets","Flying","Storm","Darkness","Heights","Spiders","Snakes","Rats","Ageing","Dangerous.dogs","Fear.of.public.speaking","Smoking","Alcohol","Healthy.eating","Daily.events","Prioritising.workload","Writing.notes","Workaholism","Thinking.ahead","Final.judgement","Reliability","Keeping.promises","Loss.of.interest","Friends.versus.money","Funniness","Fake","Criminal.damage","Decision.making","Elections","Self.criticism","Judgment.calls","Hypochondria","Empathy","Eating.to.survive","Giving","Compassion.to.animals","Borrowed.stuff","Loneliness","Cheating.in.school","Health","Changing.the.past","God","Dreams","Charity","Number.of.friends","Punctuality","Lying","Waiting","New.environment","Mood.swings","Appearence.and.gestures","Socializing","Achievements","Responding.to.a.serious.letter","Children","Assertiveness","Getting.angry","Knowing.the.right.people","Public.speaking","Unpopularity","Life.struggles","Happiness.in.life","Energy.levels","Small...big.dogs","Personality","Finding.lost.valuables","Getting.up","Interests.or.hobbies","Parents..advice","Questionnaires.or.polls","Internet.usage","Finances","Shopping.centres","Branded.clothing","Entertainment.spending","Spending.on.looks","Spending.on.gadgets","Spending.on.healthy.eating","Age","Height","Weight","Number.of.siblings","Gender","Left...right.handed","Education","Only.child","Village...town","House...block.of.flats","ID"
5,3,1,3,4,5,3,2,4,2,1,3,4,2,3,4,5,5,2,5,2,3,5,4,3,5,5,5,4,5,5,3,5,3,4,3,5,4,5,4,1,5,4,5,4,4,2,3,5,5,4,3,4,3,5,1,1,3,4,4,5,4,1,1,1,2,4,2,2,3,1,3,2,3,3,3,5,2,5,2,2,5,2,5,5,5,5,2,3,2,2,2,5,2,5,4,1,4,2,1,5,1,2,5,4,3,5,3,2,2,5,4,1,5,4,3,4,4,2,4,2,2,1,4,5,5,4,3,5,4,1,3,3,1,4,5,5,4,4,5,26,183,90,5,0,0,5,0,1,1,743
2,3,2,2,2,2,2,2,4,4,4,3,3,3,3,4,2,1,1,1,1,1,4,5,2,2,4,4,4,2,2,1,2,2,3,3,4,5,4,2,2,2,1,3,2,2,2,2,1,2,1,1,1,4,4,1,1,1,4,3,5,4,2,1,1,1,2,1,1,1,1,1,2,2,3,5,3,1,4,3,4,3,5,5,4,4,4,2,3,3,5,5,4,3,3,1,1,2,4,3,4,5,2,3,3,2,3,3,3,2,2,3,4,3,4,4,2,4,2,4,4,5,3,3,3,5,3,3,3,3,4,2,3,1,1,5,4,5,5,5,22,186,65,0,0,0,4,1,0,0,744
5,4,2,3,2,5,4,2,5,4,5,1,3,3,5,5,3,2,3,5,4,5,5,4,1,5,3,4,5,2,5,3,1,1,1,3,4,4,1,5,5,5,1,4,5,1,4,3,5,5,1,5,3,5,1,2,1,3,5,4,5,5,3,1,1,2,3,1,3,1,1,3,4,2,2,3,1,3,5,5,3,3,4,3,1,5,2,4,1,3,5,3,3,1,5,1,3,5,5,4,5,3,4,5,3,2,2,1,2,4,5,5,4,3,2,3,5,2,1,2,5,4,4,2,3,3,3,3,2,3,2,3,2,2,2,2,2,2,3,1,22,170,60,2,0,0,3,0,0,0,745
5,3,3,4,3,2,2,3,4,2,2,1,3,2,3,2,3,5,2,4,1,2,5,1,3,3,4,5,5,2,4,4,4,3,4,4,5,5,3,2,2,1,3,3,2,2,5,2,4,3,3,1,1,3,2,1,1,2,5,2,4,3,4,2,3,2,4,3,3,1,1,2,2,2,2,3,2,2,5,5,5,3,4,3,3,4,3,3,3,4,5,4,4,3,5,2,3,5,3,2,3,3,4,5,3,2,2,3,3,3,5,5,3,5,3,4,2,3,4,5,2,3,2,3,4,3,3,3,3,5,3,3,4,3,3,1,2,2,4,4,25,165,75,2,0,1,4,0,1,1,746
5,3,3,1,2,3,3,4,5,2,3,1,3,3,4,4,4,2,2,5,5,5,5,5,3,2,3,4,2,1,4,1,1,1,5,1,5,3,3,2,2,1,4,4,1,1,1,2,1,4,1,1,1,3,4,1,3,4,2,4,5,2,4,4,3,3,3,5,5,5,5,5,3,1,3,3,2,3,3,1,4,1,5,3,4,5,3,1,5,3,1,3,5,3,4,1,3,4,4,3,5,5,3,1,3,2,3,2,3,1,2,4,3,2,3,1,3,4,4,4,4,2,5,4,4,1,3,2,5,3,4,2,3,3,4,3,2,4,4,2,21,177,73,1,1,0,3,0,0,0,747
5,3,4,3,1,5,4,4,2,4,3,5,4,5,2,5,3,3,5,5,1,4,3,3,3,2,5,5,5,1,4,5,4,2,1,2,1,4,1,5,2,5,5,3,2,1,2,5,5,5,3,5,5,2,4,5,2,4,3,5,4,4,1,1,1,3,1,1,1,1,1,5,5,3,2,4,2,2,5,4,4,5,5,5,4,4,5,4,2,5,5,4,4,1,2,1,1,1,4,2,5,3,5,5,4,3,4,2,1,2,5,5,5,4,4,4,4,5,4,5,5,3,3,4,4,3,4,4,1,4,4,4,3,4,3,1,2,4,5,4,18,170,75,2,1,0,3,0,0,0,748
5,3,3,3,3,5,4,3,4,4,5,3,3,3,3,3,3,3,3,5,4,3,5,4,5,3,5,5,5,3,3,3,3,2,2,2,5,5,1,3,3,2,3,2,2,2,2,4,3,4,4,5,5,1,4,5,2,4,3,3,5,3,5,4,1,3,3,5,1,1,3,1,1,1,1,3,3,1,3,2,3,5,3,5,3,5,5,2,2,3,1,3,3,1,3,3,3,5,5,3,3,3,3,5,2,2,3,3,3,3,5,5,3,3,3,3,5,5,1,3,2,3,3,3,5,3,3,5,5,5,3,5,2,3,5,2,4,3,4,3,15,160,51,2,1,0,1,0,0,0,749
5,3,2,4,4,1,1,1,5,3,3,1,1,3,5,5,1,1,1,5,1,1,5,3,5,5,3,3,3,3,4,4,4,1,1,1,4,3,1,3,2,1,4,5,3,4,1,3,1,5,1,5,3,3,3,1,3,3,3,2,4,2,4,3,1,1,3,3,3,3,1,2,3,2,2,3,3,3,1,3,3,4,3,3,3,3,1,1,2,3,1,5,5,1,5,3,3,3,3,3,3,1,5,4,3,1,3,1,4,4,3,3,4,3,3,4,3,3,3,4,3,5,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,3,2,3,17,175,64,0,0,0,3,1,0,1,750
5,3,5,5,2,5,3,3,3,1,1,5,1,5,4,5,5,1,4,4,3,4,5,4,4,4,5,5,5,3,3,4,5,2,4,3,3,3,2,3,2,2,2,2,5,3,5,5,5,2,5,1,3,2,5,4,2,5,5,5,5,5,1,1,1,1,1,1,1,1,1,2,1,1,2,4,5,3,4,4,3,2,4,4,2,5,2,2,2,3,5,3,4,2,5,3,4,3,4,2,3,3,2,5,3,5,3,2,4,3,4,2,4,3,2,1,5,3,3,5,1,3,2,4,4,5,3,1,3,3,3,3,2,4,3,3,3,3,3,3,22,175,86,6,1,1,4,0,0,0,751
5,3,2,4,1,5,5,5,5,3,4,1,2,3,3,3,4,2,5,5,2,2,5,5,5,1,4,2,3,1,5,2,2,1,1,1,5,2,1,1,1,5,3,4,2,2,1,5,2,5,2,5,2,1,2,1,5,5,2,5,5,1,1,1,1,1,1,1,1,1,3,1,4,2,2,2,4,2,5,2,3,5,5,4,5,3,3,4,1,5,5,5,4,1,5,2,2,2,5,3,4,3,4,5,2,1,2,1,4,5,5,5,4,4,3,4,5,4,1,3,4,4,4,2,3,1,2,1,4,5,4,2,3,4,4,2,4,4,1,1,21,168,49,1,1,0,3,0,0,0,752
5,4,5,2,1,3,4,5,3,1,3,4,2,4,2,2,5,4,2,4,1,2,4,5,1,4,3,3,2,1,2,3,5,1,3,1,4,2,4,5,4,1,1,5,4,4,1,3,2,1,5,1,1,2,3,2,5,5,4,4,5,2,1,2,5,4,1,2,4,5,4,5,4,2,2,3,3,5,4,3,4,4,5,5,2,4,2,1,2,4,1,4,4,4,4,2,3,3,4,2,2,4,4,5,3,2,4,1,3,2,1,5,4,2,3,4,4,4,4,3,5,4,4,4,4,1,3,2,2,3,4,2,3,1,5,4,3,5,2,3,21,162,51,3,1,0,4,0,1,1,753
5,3,3,2,2,4,3,3,4,2,2,1,3,2,5,5,3,1,2,5,2,2,4,3,2,4,5,5,4,2,2,4,4,4,1,1,3,1,2,1,1,5,3,5,3,1,1,2,3,5,4,5,1,2,1,2,2,2,2,4,5,2,5,2,2,2,3,2,4,2,3,2,3,2,2,2,2,2,4,2,2,1,2,4,1,5,3,2,2,2,5,5,4,2,4,1,3,2,5,2,5,4,4,5,3,1,3,3,3,4,3,3,3,2,3,3,5,3,2,3,3,4,4,3,3,4,3,3,5,3,3,1,3,2,2,3,5,2,1,2,19,171,49,3,1,0,3,0,1,1,754
4,4,2,1,3,2,1,4,3,2,3,4,3,3,3,2,4,3,3,4,3,4,4,4,5,3,2,2,4,2,5,3,2,4,4,3,4,4,3,3,2,4,4,5,2,2,4,3,4,3,3,3,2,4,4,2,3,2,4,2,5,4,2,3,2,1,1,2,2,2,1,1,1,3,3,3,3,2,2,2,4,2,4,4,1,4,4,1,1,4,1,3,4,1,3,1,2,1,2,1,5,1,1,4,3,1,5,3,1,5,5,2,2,4,2,1,2,3,2,3,1,3,1,5,5,5,4,2,4,5,1,1,3,1,2,3,5,4,4,2,26,186,98,1,0,0,4,1,0,1,755
5,3,2,2,3,3,3,3,5,5,4,1,4,4,5,2,3,1,1,5,4,5,5,4,3,2,2,1,1,2,1,3,3,3,4,4,5,4,3,4,2,5,4,5,5,1,1,1,1,4,3,1,4,1,5,1,4,4,5,4,5,4,5,3,4,4,3,1,3,3,4,3,4,2,2,5,3,3,5,3,3,1,5,5,5,4,4,4,3,3,4,3,4,1,3,3,3,5,4,3,4,4,1,3,3,2,3,2,2,3,3,3,4,3,3,2,2,4,3,3,3,3,5,3,4,5,3,3,1,3,3,3,3,3,3,3,3,3,4,5,26,172,80,1,1,0,5,0,0,0,756
5,4,3,2,4,3,3,4,5,5,5,2,5,3,4,4,3,4,2,5,5,5,5,3,5,4,4,4,4,4,5,5,4,3,3,3,5,5,3,3,3,5,4,4,2,2,3,2,3,5,3,2,2,3,2,2,3,4,4,2,5,3,5,2,1,2,2,1,2,1,3,2,1,3,3,3,3,3,3,4,3,3,4,4,3,3,4,3,3,3,4,4,4,2,3,2,3,5,4,2,5,5,3,5,3,3,4,3,4,2,4,3,5,5,4,4,3,4,3,4,3,3,4,4,4,2,3,1,3,3,4,3,3,4,4,3,4,4,4,4,25,183,84,2,0,0,3,0,0,0,757
5,3,5,3,3,5,5,2,3,1,2,5,5,5,3,2,5,5,3,5,1,3,3,5,1,5,2,3,5,3,2,2,4,1,1,4,4,1,2,5,5,3,3,5,5,1,1,4,5,1,5,1,1,4,5,1,2,4,5,4,5,5,4,1,2,5,2,2,4,4,2,4,4,3,3,3,2,3,4,5,1,1,2,4,2,5,2,2,2,5,1,5,5,2,4,4,3,4,5,3,5,3,1,5,3,1,5,3,3,2,5,2,5,2,4,3,5,5,1,4,5,3,2,5,5,3,3,3,5,4,3,1,3,4,4,4,5,4,2,4,19,159,52,3,1,0,4,0,1,1,758
5,5,4,1,1,2,1,3,1,1,1,3,1,1,2,2,1,5,1,5,5,5,5,3,5,5,5,5,4,2,5,2,2,1,3,4,4,5,3,2,3,1,3,4,2,1,5,1,1,4,1,1,1,5,5,3,1,4,5,2,3,4,4,1,2,2,2,2,5,3,1,3,3,1,2,3,1,5,5,3,3,1,2,3,3,3,5,1,5,5,3,3,3,3,3,3,3,5,5,3,4,4,3,1,3,1,2,1,2,2,1,3,3,3,2,1,4,3,5,3,5,1,3,3,4,3,4,1,2,3,3,3,3,3,4,3,3,3,3,3,20,197,100,1,0,0,4,0,1,1,759
5,3,5,4,3,5,5,5,4,3,3,3,3,4,5,4,4,2,5,5,1,3,5,5,5,3,5,5,5,3,5,5,4,2,4,2,3,3,1,2,5,5,4,3,5,2,4,5,5,5,4,5,5,3,4,5,3,5,5,5,5,5,5,3,2,2,3,2,5,2,3,2,2,2,2,4,3,3,3,4,3,3,4,4,2,4,3,1,3,3,2,3,3,2,5,3,5,5,4,4,3,4,3,4,4,3,5,1,3,3,3,3,3,3,4,4,5,3,3,4,3,5,4,4,4,3,4,4,3,5,4,4,3,4,4,3,4,2,2,3,18,192,91,0,0,0,3,1,1,0,760
5,3,5,2,2,2,2,5,5,4,4,2,3,2,4,4,2,3,2,5,3,4,4,4,4,3,2,4,3,2,3,4,3,5,3,3,3,3,5,2,1,5,4,5,3,4,1,2,4,5,5,1,1,1,4,1,3,4,2,4,5,3,1,4,1,3,4,3,3,2,3,3,3,4,2,3,5,4,2,4,5,1,4,4,1,5,3,2,2,5,5,5,4,1,4,2,2,4,4,2,3,3,5,1,2,2,5,2,3,4,4,2,3,4,2,4,4,5,3,4,5,3,3,5,4,3,3,2,2,5,3,3,3,4,4,2,4,4,3,3,25,167,49,1,1,0,4,1,0,1,761
5,4,3,1,1,1,1,4,1,1,2,5,5,1,1,3,1,2,1,5,4,3,5,1,3,2,1,1,2,1,5,2,2,3,3,3,5,5,1,1,1,2,2,3,1,1,5,1,1,1,1,1,1,5,5,1,1,2,5,1,5,5,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,1,1,1,1,3,3,5,5,5,2,4,1,4,1,5,1,3,2,1,3,4,1,5,3,1,2,3,1,5,3,3,2,4,1,1,4,4,1,1,5,4,2,1,1,1,5,5,5,4,1,5,4,2,1,3,1,2,5,5,3,5,3,23,192,86,1,0,0,3,0,0,0,762
5,3,4,1,1,1,1,3,3,1,3,4,5,1,3,5,1,3,1,5,5,5,5,3,2,3,2,2,4,3,5,5,3,5,3,3,4,4,4,2,2,4,5,5,4,4,5,2,3,4,1,3,1,5,5,1,1,4,4,2,5,5,5,1,1,1,1,1,1,1,1,1,1,2,2,5,5,5,2,5,4,2,5,5,1,4,5,1,1,3,5,1,5,1,5,1,3,5,5,1,3,5,1,4,3,2,5,2,2,3,5,1,5,5,3,2,4,5,2,4,1,2,2,5,5,4,3,2,4,5,4,2,2,2,4,5,5,5,5,5,24,190,84,1,0,0,4,1,0,1,763
5,3,3,2,1,3,3,3,5,3,5,1,1,3,3,4,1,3,3,5,2,3,4,3,4,4,2,5,5,2,3,5,2,3,1,1,3,3,1,3,1,5,3,4,1,1,1,5,3,5,2,5,3,5,5,3,1,2,4,5,5,1,5,3,3,1,3,3,3,5,1,5,4,2,1,4,5,3,3,4,3,3,4,5,1,5,3,1,3,5,5,5,3,3,5,1,5,5,4,3,3,4,5,3,3,3,3,3,2,2,3,3,3,3,2,3,5,3,3,3,3,3,3,4,4,2,3,3,2,3,4,4,3,3,3,4,3,3,3,4,20,186,78,3,0,1,4,0,1,0,764
5,2,3,1,2,3,4,5,3,1,2,2,2,3,3,2,4,1,3,5,1,2,5,4,2,3,4,4,4,1,3,3,4,1,2,2,3,1,2,5,5,5,3,5,5,1,1,2,1,2,3,2,2,3,2,4,1,4,3,4,5,1,2,1,2,2,3,5,5,5,4,5,4,1,2,2,1,4,3,4,4,2,4,5,1,5,3,2,2,5,4,5,4,1,4,3,2,4,4,2,2,4,4,1,3,2,3,2,3,2,2,4,4,2,2,3,4,2,2,3,5,4,5,3,4,2,3,4,5,3,4,3,2,4,5,2,2,3,1,4,19,172,50,2,1,0,4,0,1,1,765
5,3,2,1,2,4,3,4,5,5,5,2,2,3,5,4,2,2,1,5,3,3,5,2,5,2,4,4,3,2,5,2,5,1,3,4,5,5,1,3,3,2,3,5,4,3,5,2,3,3,1,1,1,5,5,1,2,2,5,1,4,5,3,1,1,1,1,1,1,1,1,3,3,1,2,4,1,3,2,2,3,1,3,5,1,3,5,3,1,2,1,4,5,2,5,5,2,5,4,4,4,2,4,2,3,1,2,1,3,2,4,4,3,2,4,1,2,4,1,4,5,5,1,4,4,4,3,2,3,4,3,2,3,4,2,4,3,2,2,4,18,186,76,1,0,0,3,0,1,1,766
5,5,5,5,5,4,4,4,4,5,4,4,4,4,5,3,4,4,4,5,2,3,3,3,4,4,3,4,4,4,4,4,4,4,3,3,4,4,2,5,5,1,3,5,5,2,5,2,2,3,5,4,5,5,4,5,4,4,3,4,3,2,4,4,4,4,4,4,5,5,3,3,2,4,3,4,4,3,5,4,4,3,5,4,4,5,4,2,4,4,2,4,4,3,4,5,5,5,3,2,5,5,5,5,5,5,2,3,3,3,4,2,4,3,4,5,2,3,4,4,3,4,4,4,5,2,4,3,1,2,5,2,4,4,4,4,5,5,5,5,25,167,60,2,1,1,3,0,0,0,767
1,1,2,3,4,3,3,2,2,5,2,2,2,3,4,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,3,1,1,1,1,4,4,4,4,4,5,3,3,3,3,4,5,5,5,5,3,4,4,4,3,3,3,3,3,2,5,5,3,3,4,2,2,3,4,3,1,3,4,3,2,1,3,5,5,1,4,2,3,4,4,4,3,3,3,3,3,3,2,2,2,1,5,2,4,4,3,2,2,3,4,1,1,1,1,5,5,3,4,3,3,3,3,3,3,4,4,1,2,5,3,2,3,1,3,3,3,3,3,3,3,3,22,179,78,2,0,1,5,0,0,0,768
4,3,3,1,2,3,1,4,3,2,2,5,3,3,3,3,3,3,1,4,5,5,5,3,1,3,3,3,3,1,5,3,3,3,2,2,4,4,5,2,2,1,3,3,2,4,3,1,1,2,1,1,1,1,1,1,2,3,3,1,4,3,4,1,1,2,3,4,5,4,2,3,4,4,2,1,3,3,4,2,4,1,5,5,3,3,3,1,2,2,4,3,3,1,3,1,3,4,5,3,3,3,3,1,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,2,3,4,4,4,5,5,26,185,92,1,0,0,5,0,0,0,769
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,4,4,4,4,4,19,167,63,0,1,0,3,1,0,0,770
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,2,2,1,1,5,5,4,3,1,2,3,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,1,2,3,4,5,4,3,2,1,2,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,16,170,54,2,1,0,4,0,0,1,771
5,2,2,4,4,4,2,3,5,5,4,2,3,2,3,2,2,1,4,5,1,4,3,2,5,5,3,3,4,3,5,3,2,4,3,1,5,4,4,2,2,2,3,3,2,2,5,2,3,2,1,1,1,2,1,1,1,1,5,2,5,3,1,2,1,3,2,1,4,3,2,4,4,2,3,3,3,1,1,2,2,3,4,3,3,2,2,2,4,3,3,4,3,4,2,3,3,2,4,3,2,3,3,4,4,2,3,3,4,4,2,3,4,2,3,4,3,2,5,3,2,3,4,2,3,3,4,2,5,2,3,2,3,4,2,4,4,3,3,4,18,174,64,0,0,0,3,1,0,0,772
5,4,3,1,2,4,3,4,2,1,1,4,1,1,4,2,4,1,2,5,3,3,5,4,4,3,4,3,2,1,3,3,4,3,1,1,4,3,1,3,1,3,4,4,1,2,3,2,3,4,4,3,2,3,3,3,4,5,2,3,5,3,4,3,2,2,2,4,5,5,4,4,4,4,2,3,3,2,3,2,2,2,3,3,2,4,3,2,2,3,2,2,2,2,2,2,3,2,3,2,4,3,4,5,3,3,4,3,3,3,3,2,3,4,2,3,4,4,3,4,4,4,2,4,4,4,3,3,3,3,3,3,3,3,4,2,2,2,2,2,20,170,53,1,1,0,3,0,0,1,773
5,4,4,2,2,2,2,3,5,5,3,4,3,5,4,4,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,2,2,2,4,1,3,3,2,2,5,5,4,2,2,2,2,5,5,4,3,2,4,4,3,3,3,2,4,2,3,5,4,4,2,4,2,2,5,3,3,4,5,3,5,2,5,5,5,4,5,4,4,4,3,5,5,3,2,2,5,3,3,4,3,2,5,3,4,3,2,4,1,4,5,5,4,5,5,4,3,2,2,3,3,3,4,4,4,5,17,168,70,0,1,0,4,1,0,1,774
3,3,2,1,1,4,3,2,2,1,1,2,2,3,3,2,3,1,4,4,1,1,4,3,3,3,4,2,4,3,4,4,3,4,2,1,5,1,3,2,2,5,4,5,1,2,2,3,3,5,5,1,1,3,5,1,1,1,2,3,5,3,1,4,2,2,2,2,2,4,2,2,2,2,2,4,4,3,4,4,3,4,4,3,2,5,2,1,1,4,3,3,4,2,3,3,3,3,3,2,3,3,2,3,4,2,4,2,3,2,5,2,3,4,2,4,2,4,3,3,2,4,3,4,4,3,4,3,2,3,4,2,4,2,1,2,3,3,3,4,20,171,62,0,1,1,3,1,0,0,775
5,3,2,1,1,4,3,3,4,1,2,4,2,2,3,4,4,5,4,5,2,3,5,5,3,1,4,5,5,2,3,3,4,2,2,2,5,5,4,3,1,4,5,5,3,3,3,5,3,5,5,4,4,3,4,4,4,5,5,5,5,5,5,3,2,2,2,3,5,3,3,3,2,2,2,4,3,3,2,2,5,2,2,5,1,3,4,1,1,5,1,5,5,2,3,1,1,5,5,5,5,2,2,3,4,3,2,1,2,2,5,4,3,5,3,2,5,3,3,3,1,5,3,3,4,1,3,5,3,4,5,5,3,1,5,3,5,5,5,5,19,165,51,3,1,0,4,0,0,0,776
5,3,3,5,1,3,3,4,5,1,1,3,1,3,5,2,5,5,3,5,1,3,5,5,3,5,5,5,5,5,5,5,3,5,1,1,5,5,5,2,1,1,3,5,3,2,5,3,3,5,3,5,5,1,5,3,3,3,5,3,5,5,3,4,1,1,1,1,1,1,1,1,2,2,2,5,5,5,1,3,5,5,5,5,5,5,5,1,3,1,5,5,5,1,3,5,5,5,5,5,5,5,3,5,5,5,5,2,2,1,5,5,3,3,3,3,3,3,5,5,4,4,4,4,5,5,5,5,5,5,5,1,3,4,2,4,4,4,4,4,25,168,62,1,0,0,5,0,1,1,777
5,5,3,1,2,3,2,5,3,1,1,5,3,3,3,3,3,3,2,5,3,3,4,4,4,3,4,4,1,2,4,2,2,3,1,1,5,3,3,1,1,1,1,3,1,2,5,1,1,4,1,1,1,4,5,1,4,5,1,1,5,5,1,3,1,1,2,1,1,1,2,1,2,3,2,3,3,2,2,2,3,3,5,4,3,5,3,3,2,3,1,1,1,1,1,2,5,5,5,5,5,3,5,2,3,1,1,1,3,4,3,3,3,3,3,3,3,3,3,3,4,4,1,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,19,185,65,1,0,0,3,0,0,0,778
5,3,2,1,1,1,3,5,2,1,1,3,2,1,2,1,1,1,1,5,3,3,5,5,1,1,4,3,2,1,2,2,3,1,2,1,5,1,2,1,1,3,1,3,1,1,3,3,1,4,2,2,1,5,5,1,5,5,1,5,5,3,5,4,3,4,3,5,5,3,3,4,5,2,2,3,3,2,2,2,3,1,4,4,5,5,3,3,3,4,1,4,4,3,5,2,4,3,3,2,5,4,5,3,4,1,3,2,3,3,3,4,5,4,3,3,3,3,3,4,5,4,3,5,4,3,3,2,3,5,3,4,3,2,5,5,5,4,3,3,18,165,55,0,1,0,3,1,0,0,779
5,3,3,3,4,4,4,3,3,2,2,4,2,5,3,4,2,3,3,5,1,1,5,3,1,3,5,5,5,3,3,5,5,4,2,2,5,3,3,3,2,5,2,4,2,2,2,5,4,5,5,1,2,4,5,5,3,5,4,5,5,2,5,1,3,3,2,5,2,1,1,4,1,1,2,5,5,4,5,5,5,3,4,5,1,5,5,1,1,3,1,1,5,2,5,1,5,5,5,1,5,4,3,5,3,1,5,3,2,1,3,1,5,3,3,5,3,3,1,5,2,1,5,4,5,1,5,4,4,5,3,5,2,2,5,3,5,5,3,5,17,167,48,0,1,0,3,1,1,1,780
5,3,3,1,2,2,3,4,4,1,2,3,3,3,3,2,4,4,2,5,3,4,5,5,3,3,3,4,5,3,4,5,4,4,4,1,4,3,5,2,5,3,4,5,3,4,4,3,2,2,3,2,2,3,3,1,3,4,3,2,3,3,5,2,1,2,3,1,5,3,2,3,3,2,2,4,4,3,4,3,5,4,5,5,4,2,4,2,1,2,4,3,4,2,4,2,3,5,5,3,2,4,3,4,4,4,3,2,3,3,3,2,3,3,3,2,4,5,3,4,5,3,1,4,3,4,4,3,5,4,3,4,3,3,5,4,3,3,3,4,18,174,64,1,0,0,3,0,0,0,781
4,2,4,1,2,3,2,3,3,1,1,1,1,4,4,1,3,2,3,4,4,2,4,3,2,1,5,5,5,1,2,5,5,2,1,1,2,2,1,5,3,5,1,3,3,1,1,4,1,4,2,1,2,1,5,5,2,3,1,5,5,4,5,1,3,1,1,1,2,1,3,5,4,1,2,4,4,1,3,4,1,1,4,3,1,5,1,1,1,2,5,4,5,1,5,2,2,5,4,3,2,1,2,1,3,2,3,3,2,4,2,2,4,2,2,5,5,3,2,1,4,3,5,4,3,1,3,4,4,5,3,2,2,2,1,1,1,2,1,4,20,171,63,1,1,0,3,0,0,0,782
5,3,2,3,4,4,4,3,5,5,5,2,5,5,5,5,4,2,3,5,5,4,5,3,5,3,3,4,5,5,4,2,5,1,3,3,5,4,3,5,4,5,3,5,5,3,3,5,1,3,1,2,5,3,3,4,2,4,5,3,5,3,5,2,4,5,4,2,1,1,3,3,3,1,2,3,3,1,3,3,3,1,4,5,1,5,3,1,2,3,1,5,5,4,5,4,4,5,4,3,5,3,3,2,5,4,4,1,3,5,5,2,4,4,2,3,4,4,1,4,2,4,3,4,5,1,4,1,1,4,4,3,4,4,4,1,4,4,4,2,17,170,55,3,1,0,3,0,1,1,783
5,3,2,5,2,4,5,4,5,4,1,2,3,3,3,2,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,3,5,5,3,4,2,3,4,2,3,2,4,3,3,4,1,1,1,3,1,1,4,4,5,3,5,3,5,3,1,2,2,1,3,1,3,3,3,2,3,4,3,3,2,1,2,3,3,3,1,5,3,3,2,3,2,2,4,1,4,1,3,5,4,3,5,4,3,5,3,3,5,2,2,3,3,3,3,4,3,1,4,3,5,5,5,3,4,3,4,5,4,1,5,1,3,3,3,4,5,5,5,5,5,5,21,182,70,1,0,0,3,0,1,1,784
4,3,4,3,1,4,4,4,3,1,1,3,3,5,2,2,3,4,3,5,1,4,5,4,3,2,4,5,3,1,4,4,5,5,2,2,4,2,2,5,5,2,3,4,5,2,5,4,1,5,5,3,1,5,2,1,3,3,4,4,2,1,1,1,1,1,1,2,2,4,1,2,2,1,2,4,5,3,5,2,4,4,4,4,5,3,3,3,1,3,5,3,5,2,5,3,2,4,3,3,2,2,1,5,3,3,3,1,3,4,4,2,3,3,1,2,5,3,2,4,4,3,4,5,3,3,4,5,3,2,4,3,3,2,2,4,5,3,3,3,19,190,80,1,0,1,3,0,0,0,785
